Src_Player_Id,total_deposit_amount
12853213,2000.0
16746580,2000.0
12561208,2000.0
12655337,2000.0
17515635,2000.0
16159817,2000.0
12505294,2000.0
16693345,2000.0
13477624,2000.0
13080139,2000.0
16080216,2000.0
15988114,2000.0
12693031,2000.0
14681602,2000.0
13038298,2000.0
12780651,2000.0
17902973,2000.0
14580018,2000.0
14982963,2000.0
13080749,2000.0
17976344,2000.0
12692946,2000.0
13038287,2000.0
12444408,2000.0
14577131,2000.0
17894817,2000.0
14533680,2000.0
13971560,2000.0
15129757,2000.0
16108126,2000.0
16620086,2000.0
12728842,2000.0
17088597,2000.0
12634945,2000.0
19263785,2000.0
13828549,2000.0
18649710,2000.0
16584859,2000.0
13671531,2000.0
13947713,2000.0
12852933,2000.0
13054365,2000.0
14984715,2000.0
15024839,2000.0
17085823,2000.0
13588550,2000.0
17141278,2000.0
13046746,2000.0
13208453,2000.0
14976528,2000.0
13135843,2000.0
13003715,2000.0
20268864,2000.0
12481869,2000.0
19026963,2000.0
15349319,2000.0
15044113,2000.0
19438562,2000.0
14880549,2000.0
16542950,2000.0
17495495,2000.0
18777387,2000.0
13287697,2000.0
15849994,1990.0
14819527,1900.0
13740659,1900.0
20077064,1900.0
13070503,1900.0
20156789,1900.0
13329211,1850.0
18053353,1836.0
20178810,1800.0
12778055,1800.0
13954314,1800.0
13228806,1754.0
17928415,1750.0
13404877,1750.0
14735061,1700.0
13099017,1600.0
14522855,1600.0
20158512,1600.0
12780619,1600.0
17112387,1600.0
12704449,1600.0
14513774,1600.0
20026140,1600.0
12491237,1600.0
15007371,1600.0
18825934,1590.0
18623476,1580.0
13683290,1570.0
17970291,1535.0
20336675,1531.0
18218028,1531.0
19653437,1531.0
20332414,1531.0
20364880,1531.0
14852150,1500.0
13734078,1500.0
15044373,1500.0
19606142,1500.0
12597359,1500.0
13474509,1500.0
17058583,1500.0
12590955,1500.0
12429169,1500.0
12620814,1500.0
13079576,1500.0
15216519,1500.0
13051552,1500.0
12794944,1500.0
12806813,1500.0
15029265,1500.0
13844668,1500.0
13793781,1500.0
13053679,1500.0
12838641,1500.0
13280710,1500.0
14532270,1500.0
20285886,1500.0
12571328,1500.0
15370711,1500.0
12785869,1500.0
16488846,1500.0
13477307,1500.0
15964500,1500.0
17528966,1500.0
19957537,1500.0
13767959,1500.0
13502552,1500.0
17116456,1500.0
18185649,1500.0
13185910,1500.0
13279091,1500.0
13987206,1500.0
12646978,1500.0
13295591,1500.0
16508273,1500.0
13213248,1500.0
17988429,1500.0
20045825,1500.0
13077811,1500.0
16458581,1500.0
20307878,1500.0
18169858,1500.0
13038919,1500.0
14866963,1500.0
13051411,1500.0
14408260,1500.0
13848071,1500.0
19304051,1500.0
14900415,1500.0
17282624,1500.0
12831284,1500.0
13278189,1500.0
13044564,1500.0
13444930,1500.0
18969591,1500.0
13834595,1500.0
19157436,1500.0
16027493,1500.0
14936390,1500.0
17218336,1500.0
13307987,1500.0
20206649,1500.0
19966024,1500.0
13258607,1500.0
16783406,1500.0
14844634,1500.0
15089514,1500.0
16517146,1500.0
19074410,1490.0
12754001,1450.0
12729960,1400.0
20142458,1400.0
14732845,1400.0
14878176,1400.0
14490906,1400.0
12744401,1400.0
16342784,1400.0
13185044,1376.0
13742592,1300.0
20799834,1300.0
12657933,1300.0
13335016,1300.0
12781346,1300.0
19263504,1250.0
20679579,1250.0
20317754,1225.0
14876051,1200.0
18654790,1200.0
15116437,1200.0
12809441,1200.0
12831135,1200.0
14726817,1200.0
16765149,1200.0
12462244,1200.0
13425835,1200.0
19974503,1200.0
14952675,1198.0
14828192,1150.0
19091821,1122.5
14516633,1120.0
20270771,1113.0
13820738,1100.0
12819481,1100.0
17920632,1100.0
14867402,1100.0
13205991,1100.0
17997619,1100.0
14871047,1100.0
15896027,1100.0
19908889,1050.0
14713081,1046.0
18585256,1030.0
18796967,1025.0
20675687,1022.0
19517995,1021.0
19362303,1021.0
19494225,1021.0
14838693,1005.0
13447008,1000.0
12496704,1000.0
19180269,1000.0
12985292,1000.0
14851599,1000.0
12335059,1000.0
13819262,1000.0
13508319,1000.0
13465962,1000.0
16084791,1000.0
14734853,1000.0
13951659,1000.0
20252268,1000.0
20054296,1000.0
14868204,1000.0
13330052,1000.0
15634599,1000.0
19812053,1000.0
14873691,1000.0
14791816,1000.0
12529446,1000.0
18102769,1000.0
18180812,1000.0
12746648,1000.0
13020905,1000.0
13855794,1000.0
19886251,1000.0
12329942,1000.0
13012606,1000.0
18442954,1000.0
12811341,1000.0
16558082,1000.0
13291001,1000.0
12533674,1000.0
13762121,1000.0
13654452,1000.0
13762511,1000.0
13494847,1000.0
18957495,1000.0
18796013,1000.0
13072338,1000.0
15087739,1000.0
19280206,1000.0
15718383,1000.0
12772255,1000.0
12849699,1000.0
15089033,1000.0
19838573,1000.0
13047162,1000.0
12642514,1000.0
19584026,1000.0
19388010,1000.0
15886529,1000.0
13024788,1000.0
18666875,1000.0
16745123,1000.0
12763142,1000.0
19014598,1000.0
13048051,1000.0
13185688,1000.0
12566448,1000.0
18897808,1000.0
17212702,1000.0
18892857,1000.0
19046784,1000.0
14600922,1000.0
20043948,1000.0
13371113,1000.0
14573520,1000.0
12999772,1000.0
13524446,1000.0
13623034,1000.0
13306779,1000.0
13619896,1000.0
14564556,1000.0
20562673,1000.0
13842108,1000.0
18156453,1000.0
13241146,1000.0
16808713,1000.0
13295991,1000.0
12392449,1000.0
13070175,1000.0
15091780,1000.0
15327649,1000.0
12997305,1000.0
20130798,1000.0
12737101,1000.0
14727397,1000.0
19628823,1000.0
14792057,1000.0
12766945,1000.0
13324486,1000.0
14823118,1000.0
13385756,1000.0
12665502,1000.0
12841910,1000.0
15066111,1000.0
13350157,1000.0
13435142,1000.0
14997293,1000.0
13129999,1000.0
12839872,1000.0
16013062,1000.0
13036474,1000.0
17252183,1000.0
13373316,1000.0
13637530,1000.0
19621301,1000.0
14976475,1000.0
13909736,1000.0
14885016,1000.0
13071385,1000.0
13395795,1000.0
12826668,1000.0
14587201,1000.0
19463318,1000.0
18008026,1000.0
12868412,1000.0
13525626,1000.0
13003827,1000.0
19718499,1000.0
13268088,1000.0
12809028,1000.0
19957035,1000.0
19918857,1000.0
13312829,1000.0
18776172,1000.0
12622617,1000.0
13796222,1000.0
15467130,1000.0
15473702,1000.0
12621742,1000.0
12812460,1000.0
17163992,1000.0
15389280,1000.0
13009339,1000.0
16360815,980.0
17540909,980.0
18767608,919.0
13478096,917.0
12755319,900.0
13651759,900.0
12493532,900.0
15284002,900.0
20150940,900.0
14951148,900.0
12765805,900.0
16126159,900.0
15901477,900.0
13812272,900.0
19907126,900.0
20807388,900.0
16099304,900.0
13741454,900.0
19469269,900.0
18414461,900.0
16099379,900.0
17895149,900.0
16143398,900.0
20518919,900.0
19678313,900.0
20551349,900.0
16022991,900.0
13087206,900.0
20357956,900.0
18648373,893.0
13373946,890.0
13668928,889.0
19887172,880.0
14941037,880.0
20544273,880.0
19669403,880.0
13412411,880.0
12343641,880.0
20294821,880.0
20000300,880.0
20511592,880.0
16825499,880.0
14560678,880.0
20711214,880.0
19655704,880.0
13342569,880.0
16073758,880.0
20218514,880.0
20487559,880.0
18918102,880.0
13442182,880.0
20148535,880.0
20763021,880.0
14825026,880.0
13189136,880.0
13170020,880.0
20534998,880.0
19696557,880.0
17715790,880.0
19608262,880.0
13468286,880.0
18185610,880.0
12864786,880.0
15370837,880.0
13693364,880.0
15136405,880.0
17919785,880.0
18590829,880.0
17097362,880.0
13597003,880.0
16622773,880.0
16411373,880.0
17917019,880.0
19627000,880.0
16517360,880.0
20498790,880.0
19491209,880.0
13958492,880.0
19656803,880.0
19540255,880.0
17024972,880.0
17115958,880.0
20759333,880.0
15735884,880.0
13076874,880.0
17656618,880.0
20715505,875.0
19288058,870.0
17783279,870.0
20744564,870.0
17157997,870.0
19193098,870.0
20807501,870.0
16048451,860.0
18187021,860.0
18935320,860.0
20221886,860.0
18920703,860.0
13663374,850.0
14757013,850.0
14919887,850.0
12841620,850.0
20747850,850.0
13087200,850.0
15813858,850.0
13528457,850.0
19997418,850.0
19965081,850.0
16792100,850.0
17356867,850.0
14507285,850.0
12507064,850.0
13528398,850.0
14687819,850.0
14499424,850.0
17542140,850.0
12562536,850.0
20239931,850.0
13329164,850.0
19388523,850.0
14864304,850.0
13422646,850.0
18160242,850.0
19376967,850.0
18030490,850.0
14518136,850.0
15622469,850.0
19793204,850.0
19933154,850.0
14496432,850.0
13321741,850.0
18217784,850.0
12982511,850.0
17257505,850.0
17382138,850.0
13619613,850.0
13501045,850.0
13283723,850.0
20799128,850.0
17226661,850.0
18941305,850.0
17445972,850.0
14477514,850.0
12570623,850.0
13731323,850.0
20597237,850.0
20263807,850.0
14712552,850.0
13287175,850.0
14666186,850.0
15902388,850.0
20545887,850.0
17499687,850.0
12791311,850.0
13978790,850.0
13659218,850.0
20545496,850.0
17177801,850.0
17849432,850.0
14668915,850.0
17237347,850.0
12387024,850.0
13374060,850.0
14713729,850.0
12811148,850.0
17325727,850.0
17287340,850.0
13298493,850.0
14495325,850.0
14494320,850.0
19990335,850.0
12829638,850.0
20544943,850.0
17953401,850.0
20228232,844.0
13495614,840.0
19923610,840.0
14463487,840.0
18505651,839.0
17163158,837.0
18486899,833.0
20729222,827.0
15114915,825.0
12409173,820.0
17844186,820.0
16055208,820.0
19301452,820.0
20798427,820.0
19386707,820.0
20794634,820.0
19723096,820.0
19730784,820.0
19775764,820.0
15368032,820.0
18821343,820.0
20616274,817.0
20615683,817.0
20639505,817.0
20610299,817.0
20639920,817.0
17606941,817.0
19026258,817.0
20533482,817.0
19522322,817.0
20511944,817.0
20522030,817.0
20525089,817.0
18078783,817.0
17552233,817.0
20381826,816.4
19132912,816.33
19904766,816.33
14593012,810.0
15164955,801.0
15164983,801.0
16354797,801.0
15109209,801.0
15109232,801.0
20203744,800.12
12539206,800.0
15941235,800.0
13296933,800.0
15166531,800.0
18419075,800.0
12538358,800.0
20596424,800.0
12481581,800.0
20594350,800.0
15970512,800.0
18580827,800.0
20593706,800.0
19006833,800.0
13369034,800.0
16510980,800.0
18762169,800.0
15158991,800.0
20610132,800.0
15049774,800.0
13238264,800.0
15353697,800.0
13236866,800.0
14965027,800.0
16147719,800.0
14965197,800.0
16278585,800.0
15064987,800.0
13284090,800.0
13237979,800.0
13369504,800.0
17117261,800.0
14963741,800.0
12482985,800.0
20448670,800.0
13641899,800.0
13176310,800.0
12655165,800.0
16153935,800.0
13238106,800.0
19812841,800.0
19003673,800.0
19124234,800.0
20441738,800.0
15789755,800.0
15163266,800.0
16270057,800.0
15633156,800.0
14504484,800.0
14959348,800.0
17247116,800.0
12421131,800.0
13072809,800.0
20616601,800.0
12562248,800.0
14906127,800.0
18397673,800.0
18656599,800.0
15238210,800.0
17114859,800.0
16154501,800.0
14960558,800.0
12864350,800.0
13677149,800.0
16297904,800.0
19125541,800.0
15879514,800.0
15968806,800.0
13487937,800.0
18026342,800.0
15966160,800.0
14530967,800.0
14894372,800.0
14886989,800.0
16841218,800.0
16293640,800.0
16730819,800.0
20698765,800.0
15611849,800.0
13592777,800.0
16725367,800.0
17708093,800.0
16288033,800.0
18666077,800.0
13237394,800.0
14475004,800.0
14887446,800.0
13636919,800.0
14475177,800.0
19018254,800.0
13256045,800.0
16592959,800.0
17124195,800.0
17122986,800.0
15960897,800.0
18572493,800.0
12611464,800.0
18405182,800.0
13402579,800.0
15965363,800.0
19221667,800.0
12611735,800.0
18189024,800.0
20513326,800.0
15609751,800.0
17720234,800.0
20512408,800.0
13094478,800.0
20451219,800.0
20455661,800.0
19467914,800.0
13236622,800.0
14658519,800.0
18569962,800.0
16277365,800.0
18042072,800.0
14901207,800.0
20270115,800.0
12538440,800.0
20801083,800.0
15797139,800.0
17878710,800.0
15418270,800.0
15360928,800.0
18413171,800.0
20466441,800.0
17171726,800.0
18461160,800.0
20456756,800.0
15953379,800.0
15954294,800.0
19450690,800.0
18567358,800.0
16283607,800.0
19606816,800.0
12536898,800.0
13256574,800.0
13255441,800.0
16737113,800.0
15228302,800.0
13489252,800.0
19598175,800.0
14664211,800.0
13257071,800.0
13237873,800.0
20258798,800.0
20258535,800.0
16146462,800.0
14477293,800.0
19008089,800.0
18578865,800.0
20596794,800.0
19456884,800.0
14474217,800.0
13237238,800.0
20597068,800.0
12859609,800.0
18644606,800.0
18081099,800.0
13055211,800.0
14618061,800.0
13244140,800.0
13244114,800.0
14618107,800.0
14935994,800.0
17394023,800.0
13654446,800.0
19900187,800.0
16527662,800.0
15370454,800.0
16168885,800.0
19169826,800.0
13202139,800.0
15090462,800.0
15896281,800.0
13899110,800.0
20478624,800.0
12466338,800.0
14755259,800.0
19840725,800.0
16512534,800.0
17287464,800.0
18803249,800.0
13354332,800.0
20486469,800.0
15071278,800.0
19139784,800.0
15070658,800.0
14784852,800.0
13965903,800.0
13453988,800.0
15367410,800.0
15366953,800.0
13244067,800.0
13244095,800.0
13831532,800.0
16248498,800.0
20157256,800.0
13353710,800.0
15678879,800.0
13350174,800.0
13829461,800.0
16194746,800.0
13244169,800.0
19520396,800.0
20204481,800.0
14616548,800.0
15761718,800.0
12840198,800.0
20639882,800.0
16759071,800.0
17673710,800.0
14646226,800.0
16560942,800.0
13902549,800.0
14512833,800.0
13160921,800.0
17859913,800.0
17316121,800.0
13357116,800.0
20665580,800.0
15734814,800.0
15734799,800.0
18096372,800.0
15395025,800.0
17844289,800.0
20667385,800.0
20498766,800.0
19154346,800.0
16549131,800.0
15386326,800.0
19723408,800.0
17939343,800.0
19719341,800.0
20762547,800.0
18730942,800.0
18730350,800.0
13473027,800.0
13472910,800.0
13798721,800.0
17845381,800.0
19549297,800.0
14918554,800.0
20193140,800.0
20648472,800.0
17393847,800.0
16210369,800.0
14924342,800.0
14923724,800.0
13248243,800.0
15721157,800.0
15729516,800.0
14932275,800.0
12662225,800.0
18791331,800.0
16217032,800.0
20187709,800.0
12843897,800.0
13246005,800.0
17658814,800.0
17392019,800.0
20184625,800.0
14928250,800.0
15743415,800.0
15385299,800.0
19164757,800.0
13199468,800.0
18776863,800.0
15732207,800.0
18998149,800.0
18589940,800.0
14908295,800.0
14652201,800.0
12747939,800.0
18054036,800.0
18653139,800.0
13644393,800.0
14955679,800.0
18593001,800.0
13750264,800.0
16168664,800.0
15781545,800.0
15070994,800.0
16173476,800.0
14651019,800.0
19567504,800.0
15655432,800.0
15665519,800.0
14455978,800.0
20806423,800.0
13019403,800.0
14784895,800.0
18422710,800.0
17507927,800.0
14519652,800.0
19182310,800.0
18157441,800.0
15944138,800.0
15947405,800.0
13412109,800.0
15889567,800.0
20511732,800.0
19135761,800.0
16500309,800.0
16499554,800.0
18811561,800.0
15419509,800.0
13020096,800.0
16506131,800.0
15358471,800.0
16166032,800.0
19486556,800.0
13067020,800.0
18999920,800.0
16268611,800.0
17690748,800.0
14268895,800.0
18934540,800.0
13935261,800.0
19490854,800.0
20239642,800.0
13847402,800.0
20619159,800.0
15167706,800.0
15357749,800.0
18070098,800.0
14913283,800.0
13830106,800.0
17681044,800.0
17678877,800.0
18648267,800.0
20677033,800.0
20677036,800.0
13843082,800.0
15176230,800.0
15764036,800.0
14945974,800.0
13363312,800.0
19186289,800.0
14944648,800.0
16193141,800.0
20210743,800.0
18806179,800.0
16518940,800.0
14756399,800.0
15072794,800.0
18432592,800.0
13202368,800.0
13202615,800.0
15071383,800.0
17144252,800.0
13589372,800.0
20639401,800.0
20469731,800.0
17513615,800.0
12616059,800.0
19193162,800.0
12626831,800.0
13756206,800.0
13295829,800.0
13778619,800.0
15367048,800.0
15368543,800.0
20686284,800.0
12854045,800.0
12423529,800.0
15773900,800.0
16806208,800.0
20228236,800.0
20626843,800.0
17637624,800.0
15774702,800.0
13242183,800.0
19505816,800.0
16801867,800.0
18148995,800.0
20634052,800.0
20630428,800.0
18147621,800.0
19507714,800.0
14948378,800.0
16811386,800.0
13308689,800.0
13273791,800.0
13273899,800.0
13274157,800.0
14821996,800.0
17920066,800.0
20773967,800.0
12338456,800.0
20772149,800.0
15459819,800.0
16018373,800.0
13606950,800.0
13879310,800.0
18479084,800.0
20011103,800.0
19693772,800.0
20002071,800.0
16386793,800.0
16062443,800.0
18296280,800.0
15833221,800.0
14491758,800.0
13223169,800.0
19068228,800.0
15118446,800.0
18266438,800.0
18268030,800.0
17760044,800.0
13912370,800.0
20756218,800.0
20756684,800.0
17929247,800.0
14828128,800.0
19965159,800.0
17928808,800.0
19961267,800.0
17335231,800.0
12598190,800.0
15108509,800.0
17454962,800.0
14496682,800.0
17956980,800.0
13719836,800.0
13802392,800.0
12498218,800.0
13033006,800.0
12815682,800.0
13221650,800.0
14491965,800.0
15839857,800.0
13387575,800.0
16057540,800.0
20556874,800.0
20363545,800.0
14850122,800.0
13717886,800.0
16382830,800.0
20000473,800.0
20406568,800.0
18365681,800.0
18360468,800.0
15028987,800.0
20405840,800.0
19095381,800.0
20533371,800.0
20533889,800.0
13911163,800.0
16016621,800.0
15277406,800.0
13267295,800.0
15273617,800.0
17975762,800.0
16080015,800.0
19379410,800.0
19376589,800.0
19654474,800.0
17756791,800.0
16357377,800.0
14860279,800.0
19662106,800.0
15271960,800.0
18699995,800.0
15516990,800.0
17583408,800.0
17583441,800.0
19383937,800.0
19368574,800.0
15284006,800.0
18708944,800.0
15507040,800.0
17264736,800.0
14562769,800.0
16065380,800.0
19356924,800.0
19363910,800.0
16075336,800.0
12640307,800.0
17442994,800.0
17579586,800.0
20349290,800.0
14999824,800.0
17282182,800.0
15120266,800.0
14856786,800.0
16364881,800.0
13809373,800.0
13266042,800.0
13478216,800.0
14817710,800.0
12488860,800.0
19752423,800.0
15454428,800.0
15452770,800.0
13306510,800.0
19759175,800.0
13275290,800.0
18248655,800.0
20487168,800.0
12379885,800.0
18436806,800.0
15924245,800.0
18454711,800.0
15085503,800.0
14510720,800.0
17867804,800.0
14781871,800.0
20809385,800.0
14831533,800.0
13217745,800.0
19314019,800.0
15492291,800.0
19081783,800.0
17192500,800.0
19985743,800.0
13271924,800.0
13271333,800.0
13271238,800.0
12731282,800.0
13979891,800.0
13799128,800.0
19980886,800.0
16418725,800.0
14832531,800.0
14710822,800.0
16419492,800.0
12594900,800.0
18437662,800.0
17487522,800.0
17163974,800.0
17853474,800.0
16566747,800.0
14762012,800.0
19868902,800.0
18772853,800.0
15398242,800.0
12333015,800.0
12333083,800.0
17842298,800.0
15397836,800.0
20487347,800.0
19859091,800.0
18113552,800.0
13246196,800.0
18982409,800.0
15754483,800.0
18109966,800.0
12551835,800.0
15741439,800.0
13246128,800.0
16536288,800.0
19860600,800.0
19858048,800.0
13461016,800.0
17499547,800.0
15399128,800.0
15012043,800.0
17069180,800.0
13218600,800.0
16043387,800.0
15011890,800.0
20374236,800.0
15009830,800.0
15114713,800.0
13270305,800.0
17954496,800.0
19699721,800.0
17946637,800.0
20754913,800.0
14713461,800.0
15487094,800.0
19988288,800.0
19991339,800.0
20760610,800.0
13980658,800.0
13443125,800.0
12814311,800.0
13617897,800.0
17057657,800.0
13192764,800.0
17196585,800.0
13722885,800.0
16397539,800.0
16398561,800.0
18721582,800.0
15014680,800.0
20382372,800.0
17069598,800.0
19082262,800.0
20545247,800.0
18515037,800.0
13795600,800.0
17933517,800.0
17931250,800.0
16427970,800.0
12993068,800.0
14717136,800.0
17784928,800.0
16637616,800.0
20376052,800.0
15315035,800.0
15019084,800.0
14549172,800.0
20389669,800.0
14549665,800.0
16025920,800.0
18352028,800.0
15855090,800.0
16649273,800.0
19987748,800.0
15299431,800.0
20759524,800.0
16413321,800.0
18724055,800.0
15314946,800.0
18215788,800.0
16108544,800.0
17012768,800.0
19422374,800.0
13921090,800.0
13231159,800.0
13631084,800.0
20294786,800.0
18212888,800.0
18552401,800.0
18014648,800.0
13334924,800.0
17733310,800.0
13621857,800.0
13261121,800.0
18683336,800.0
15578395,800.0
14981101,800.0
16117329,800.0
20285132,800.0
19437758,800.0
18547892,800.0
20586173,800.0
18016112,800.0
17730893,800.0
13694032,800.0
14881204,800.0
16312608,800.0
13261181,800.0
15814280,800.0
13042623,800.0
18900512,800.0
16326403,800.0
17363887,800.0
19931952,800.0
19932746,800.0
13468676,800.0
17893735,800.0
13748208,800.0
13209630,800.0
20432212,800.0
15043320,800.0
13813855,800.0
18392956,800.0
15982818,800.0
15982515,800.0
19111130,800.0
15101328,800.0
17111807,800.0
15041064,800.0
16466398,800.0
16612212,800.0
13483799,800.0
15253724,800.0
17743413,800.0
13815310,800.0
16332614,800.0
15868465,800.0
20082331,800.0
14671787,800.0
13940441,800.0
20712553,800.0
20710321,800.0
18909553,800.0
15240888,800.0
18910501,800.0
12743047,800.0
20713426,800.0
16128260,800.0
13855132,800.0
19027582,800.0
15584253,800.0
20276946,800.0
19029112,800.0
13072128,800.0
19444386,800.0
12864533,800.0
16302775,800.0
13258923,800.0
16311463,800.0
17369694,800.0
13045936,800.0
15096037,800.0
15352777,800.0
18753380,800.0
18818714,800.0
18198554,800.0
13024155,800.0
13747393,800.0
16604737,800.0
18751335,800.0
16596492,800.0
19922595,800.0
13279925,800.0
18823985,800.0
15430051,800.0
15347385,800.0
12608970,800.0
18395769,800.0
15873586,800.0
13585471,800.0
18019721,800.0
15100712,800.0
16470793,800.0
13001194,800.0
20716645,800.0
13260913,800.0
15587734,800.0
13073132,800.0
12361688,800.0
13072826,800.0
13231828,800.0
13509808,800.0
13259320,800.0
16719771,800.0
14670887,800.0
18477496,800.0
18890114,800.0
13481522,800.0
18697702,800.0
16352044,800.0
19390642,800.0
17037375,800.0
18236481,800.0
14568878,800.0
19644709,800.0
16344922,800.0
12345092,800.0
13988330,800.0
19644876,800.0
16108041,800.0
18744159,800.0
14734528,800.0
16459783,800.0
15442555,800.0
20422971,800.0
13211850,800.0
19247453,800.0
17107955,800.0
12633945,800.0
18380388,800.0
15035918,800.0
17459687,800.0
15034138,800.0
13787794,800.0
13812026,800.0
17204120,800.0
19055813,800.0
19057104,800.0
19057163,800.0
19388009,800.0
12642369,800.0
20330011,800.0
20330267,800.0
20332183,800.0
20739676,800.0
16349602,800.0
17752613,800.0
12344077,800.0
12344092,800.0
16628866,800.0
12343799,800.0
13448323,800.0
15442350,800.0
13275404,800.0
13306239,800.0
18831737,800.0
17908261,800.0
13881623,800.0
13195656,800.0
13606019,800.0
19259784,800.0
14499773,800.0
16443497,800.0
14726724,800.0
15526517,800.0
12484971,800.0
18827848,800.0
18748950,800.0
17902599,800.0
15434324,800.0
13209951,800.0
20426644,800.0
15988148,800.0
17181444,800.0
15866163,800.0
19249152,800.0
17539922,800.0
18390330,800.0
17915410,800.0
16451587,800.0
14728214,800.0
13304615,800.0
19943779,800.0
16456797,800.0
13973766,800.0
19638879,800.0
16334997,800.0
15550799,800.0
17359782,800.0
16333929,800.0
15548950,800.0
19415678,800.0
12409687,800.0
14810806,800.0
14813888,800.0
20043842,800.0
13227432,800.0
13227496,800.0
20316435,800.0
12582995,800.0
15823166,800.0
19051711,800.0
19405536,800.0
16097929,800.0
12643865,800.0
14484832,800.0
20574052,800.0
18224776,800.0
15256817,800.0
14574300,800.0
13379807,800.0
12345293,800.0
14870265,800.0
16340001,800.0
20049707,800.0
15547940,800.0
15258930,800.0
13481974,800.0
13040143,800.0
13263400,800.0
13263217,800.0
17748309,800.0
13262134,800.0
16099841,800.0
16150402,794.0
14768302,792.0
16525289,790.0
13221691,790.0
13221163,787.0
20708987,782.0
13829548,780.0
19230378,780.0
15857534,780.0
15771243,780.0
13475564,780.0
15721545,780.0
12829520,780.0
18014165,780.0
15839692,777.0
20550560,777.0
20771420,770.0
13247631,770.0
17653974,770.0
19626630,767.0
19813141,766.0
20270302,766.0
12496624,760.0
19182119,760.0
19724819,760.0
13469640,750.0
13412619,750.0
13402088,750.0
13206346,750.0
13116931,750.0
17929005,750.0
20076682,750.0
13024230,750.0
13281194,750.0
14574588,750.0
13372559,750.0
18554750,750.0
13256135,750.0
20253064,750.0
13074309,750.0
18394219,750.0
19836136,750.0
13586085,750.0
18976478,750.0
17377925,750.0
13245575,750.0
19838554,750.0
20054469,750.0
